2020-11-08 15:56:31|0.01|
2020-11-08 15:56:43|0.0|
2020-11-08 15:56:55|0.0|
2020-11-08 15:57:07|0.0|
2020-11-08 15:57:19|0.0|
2020-11-08 15:57:31|0.0|
2020-11-08 15:57:43|0.0|
2020-11-08 15:57:55|0.0|
2020-11-08 15:58:07|0.0|
2020-11-08 15:58:19|0.0|
2020-11-08 15:58:32|0.0|
2020-11-08 15:58:44|0.0|
2020-11-08 15:58:56|0.0|
2020-11-08 15:59:08|0.0|
2020-11-08 15:59:20|0.0|
2020-11-08 15:59:32|0.0|
2020-11-08 15:59:44|0.0|
2020-11-08 15:59:56|0.0|
2020-11-08 16:00:08|0.0|
2020-11-08 16:00:20|0.0|
2020-11-08 16:00:32|0.0|
2020-11-08 16:00:44|0.0|
2020-11-08 16:00:56|0.0|
2020-11-08 16:01:08|0.0|
2020-11-08 16:01:20|0.0|
2020-11-08 16:01:32|0.0|
2020-11-08 16:01:44|0.0|
2020-11-08 16:01:56|0.0|
2020-11-08 16:02:08|0.0|
2020-11-08 16:02:20|0.0|
2020-11-08 16:02:32|0.0|
2020-11-08 16:02:44|0.0|
2020-11-08 16:02:56|0.0|
2020-11-08 16:03:08|0.0|
2020-11-08 16:03:20|0.0|
2020-11-08 16:03:32|0.0|
2020-11-08 16:03:44|0.0|
2020-11-08 16:04:30|0.0|
2020-11-08 16:04:42|0.0|
2020-11-08 16:09:29|0.0|
